Comparison,Assay,OLINK.ID,Protein.ID,Uniprot.ID,logFC,CI.L,CI.R,AveExpr,P.Value,adj.P.Val
Mild_v_Critical,Immune,OID01007,NCR1,O76036,0.39,0.07,0.72,3.55,0.02,0.04
Control_v_Mild,Neurology,OID00356,CTSC,P53634,-0.76,-1.36,-0.15,4.35,0.02,0.04
Control_v_Mild,Cardiovascular,OID00425,MERTK,Q12866,0.44,0.09,0.79,6.39,0.02,0.04
Control_v_Critical,Neurology,OID00314,RGMB,Q6NW40,-0.53,-0.98,-0.09,5.85,0.02,0.04
Control_v_Case,Cardiovascular,OID00435,SORT1,Q99523,-0.25,-0.47,-0.03,8.69,0.03,0.04
Control_v_Severe,Cardiovascular,OID00465,HSP 27,P04792,-1.07,-1.82,-0.31,10.27,0.01,0.04
Control_v_Critical,Immune,OID00943,CNTNAP2,Q9UHC6,-0.46,-0.85,-0.07,1.62,0.02,0.04
Mild_v_Critical,Neurology,OID00315,SIGLEC1,Q9BZZ2,0.41,0.06,0.75,6.79,0.02,0.04
Mild_v_Critical,Cardiovascular,OID00465,HSP 27,P04792,0.50,0.07,0.93,9.90,0.02,0.04
Control_v_Mild,Neurology,OID00317,ADAM 22,Q9P0K1,-0.48,-0.86,-0.09,4.38,0.02,0.04
Mild_v_Severe,Immune,OID01006,FCRL6,Q6DN72,-0.79,-1.42,-0.15,3.45,0.02,0.04
Mild_v_Severe,Immune,OID01020,TANK,Q92844,0.52,0.10,0.95,1.20,0.02,0.04
Mild_v_Severe,Cardiovascular,OID00433,XCL1,P47992,0.31,0.06,0.56,5.05,0.02,0.04
Mild_v_Severe,Immune,OID01019,IL12RB1,P42701,0.31,0.06,0.55,2.39,0.02,0.04
Control_v_Critical,Inflammation,OID00501,IL18,Q14116,0.62,0.09,1.14,9.89,0.02,0.04
Control_v_Severe,Immune,OID01022,KPNA1,P52294,-1.80,-3.08,-0.51,0.87,0.01,0.04
Control_v_Case,Inflammation,OID00551,CCL25,O15444,0.42,0.04,0.80,6.28,0.03,0.04
Severe_v_Critical,Immune,OID00947,IL6,P05231,1.74,0.52,2.97,6.63,0.01,0.04
Control_v_Case,Cardiovascular,OID00468,VEGFD,O43915,-0.25,-0.48,-0.02,7.68,0.03,0.04
Control_v_Mild,Cardiovascular,OID00402,IL-27,"Q8NEV9,Q14213",0.56,0.10,1.03,5.91,0.02,0.04
Mild_v_Critical,Cardiovascular,OID00463,LEP,P41159,1.02,0.14,1.89,6.06,0.02,0.04
Severe_v_Critical,Immune,OID01006,FCRL6,Q6DN72,0.71,0.21,1.21,3.33,0.01,0.05
Mild_v_Critical,Cardiovascular,OID00441,MMP7,P09237,0.49,0.07,0.92,9.76,0.02,0.05
Mild_v_Critical,Neurology,OID00326,LAYN,Q6UX15,0.48,0.06,0.90,5.55,0.03,0.05
Mild_v_Critical,Immune,OID00992,CXADR,P78310,0.46,0.06,0.87,2.55,0.02,0.05
Mild_v_Critical,Cardiovascular,OID00447,PRSS8,Q16651,0.29,0.04,0.54,8.91,0.03,0.05
Mild_v_Severe,Immune,OID00940,IRAK4,Q9NWZ3,0.77,0.14,1.40,1.87,0.02,0.05
Control_v_Severe,Immune,OID01018,DDX58,O95786,-2.17,-3.74,-0.60,4.28,0.01,0.05
Control_v_Severe,Immune,OID00945,IRF9,Q00978,-2.15,-3.70,-0.59,2.83,0.01,0.05
Severe_v_Critical,Neurology,OID00377,Nr-CAM,Q92823,0.19,0.05,0.32,9.38,0.01,0.05
Mild_v_Severe,Immune,OID00952,PRDX1,Q06830,0.82,0.14,1.50,1.81,0.02,0.05
Severe_v_Critical,Neurology,OID00324,gal-8,O00214,0.32,0.09,0.55,6.59,0.01,0.05
Mild_v_Severe,Neurology,OID00377,Nr-CAM,Q92823,-0.25,-0.46,-0.04,9.44,0.02,0.05
"Longitudinal_in_Critical",Neurology,OID00339,GZMA,P12544,0.83,0.48,1.18,6.49,0.00,0.05
"Longitudinal_in_Critical",Neurology,OID00325,BCAN,Q96GW7,-0.67,-0.95,-0.39,3.60,0.00,0.05
Control_v_Case,Neurology,OID00353,MDGA1,Q8NFP4,-0.65,-1.27,-0.04,3.90,0.04,0.05
Control_v_Case,Immune,OID00956,DPP10,Q8N608,-0.34,-0.65,-0.02,1.43,0.04,0.05
Severe_v_Critical,Inflammation,OID00484,MCP-1,P13500,1.16,0.32,1.99,12.99,0.01,0.05
Severe_v_Critical,Immune,OID00996,BACH1,O14867,0.50,0.14,0.86,1.97,0.01,0.05
Severe_v_Critical,Cardiovascular,OID00381,ADM,P35318,0.46,0.13,0.79,9.25,0.01,0.05
Severe_v_Critical,Cardiovascular,OID00425,MERTK,Q12866,0.36,0.10,0.62,7.07,0.01,0.05
Control_v_Case,Neurology,OID00301,NCAN,O14594,0.24,0.01,0.47,8.50,0.04,0.05
Control_v_Case,Cardiovascular,OID00385,ADAM-TS13,Q76LX8,-0.13,-0.25,-0.01,5.01,0.04,0.05
Control_v_Mild,Neurology,OID00301,NCAN,O14594,0.39,0.06,0.71,8.56,0.02,0.05
Control_v_Critical,Inflammation,OID00531,CD5,P06127,-0.56,-1.05,-0.07,5.30,0.03,0.05
Severe_v_Critical,Inflammation,OID00545,FGF-19,O95750,1.14,0.31,1.97,8.18,0.01,0.05
Severe_v_Critical,Neurology,OID00345,TNFRSF12A,Q9NP84,0.77,0.21,1.34,5.54,0.01,0.05
Control_v_Critical,Immune,OID00995,KLRD1,Q13241,0.60,0.07,1.13,6.80,0.03,0.05
Control_v_Critical,Neurology,OID00370,EDA2R,Q9HAV5,-0.60,-1.13,-0.07,4.76,0.03,0.05
Mild_v_Severe,Neurology,OID00290,CADM3,Q8N126,-0.54,-0.99,-0.09,3.13,0.02,0.05
Control_v_Critical,Cardiovascular,OID00434,IL16,Q14005,0.77,0.09,1.46,6.95,0.03,0.05
Control_v_Critical,Neurology,OID00313,EPHB6,O15197,-0.37,-0.70,-0.04,3.93,0.03,0.05
Mild_v_Severe,Immune,OID00982,PLXNA4,Q9HCM2,0.86,0.14,1.58,3.66,0.02,0.05
Severe_v_Critical,Immune,OID00952,PRDX1,Q06830,0.85,0.23,1.48,2.91,0.01,0.05
Mild_v_Severe,Inflammation,OID00476,CDCP1,Q9H5V8,0.60,0.09,1.11,2.93,0.02,0.05
Longitudinal_in_Mild,Inflammation,OID00534,CXCL6,P80162,-4.27,-6.48,-2.05,7.36,0.00,0.05
Longitudinal_in_Mild,Neurology,OID00318,CLEC1B,Q9P126,1.41,0.70,2.12,9.57,0.00,0.05
Mild_v_Critical,Neurology,OID00298,NBL1,P41271,0.08,0.01,0.16,4.89,0.03,0.05
Mild_v_Severe,Cardiovascular,OID00437,PTX3,P26022,0.67,0.10,1.24,4.39,0.02,0.05
Control_v_Critical,Cardiovascular,OID00446,LPL,P06858,-0.56,-1.05,-0.06,9.48,0.03,0.05
Longitudinal_in_Mild,Inflammation,OID00504,MCP-4,Q99616,1.88,0.89,2.87,14.16,0.00,0.05
Mild_v_Critical,Immune,OID00963,TRAF2,Q12933,0.40,0.04,0.77,1.73,0.03,0.05
Mild_v_Severe,Inflammation,OID00534,CXCL6,P80162,1.10,0.16,2.04,7.67,0.02,0.05
Mild_v_Severe,Inflammation,OID00485,IL-17A,Q16552,0.67,0.10,1.24,1.58,0.02,0.05
Control_v_Critical,Inflammation,OID00556,CCL20,P78556,1.28,0.14,2.42,8.55,0.03,0.05
Control_v_Critical,Cardiovascular,OID00454,GT,P51161,0.77,0.08,1.46,2.37,0.03,0.05
Control_v_Severe,Cardiovascular,OID00410,FGF-21,Q9NSA1,-4.76,-8.31,-1.21,6.63,0.01,0.05
Control_v_Critical,Cardiovascular,OID00450,GDF-2,Q9UK05,-0.95,-1.80,-0.10,8.45,0.03,0.05
Control_v_Case,Immune,OID00966,NTF4,P34130,-0.26,-0.50,-0.01,1.84,0.04,0.05
Control_v_Critical,Inflammation,OID00541,EN-RAGE,P80511,0.80,0.08,1.51,3.81,0.03,0.05
Control_v_Mild,Cardiovascular,OID00381,ADM,P35318,0.47,0.07,0.88,8.25,0.02,0.05
Mild_v_Severe,Inflammation,OID00535,CXCL10,P02778,1.25,0.18,2.32,10.75,0.02,0.06
Mild_v_Severe,Immune,OID00983,SH2B3,Q9UQQ2,0.71,0.10,1.31,2.84,0.02,0.06
Control_v_Mild,Neurology,OID00361,N-CDase,Q9NR71,-0.75,-1.39,-0.11,3.67,0.02,0.06
Control_v_Mild,Cardiovascular,OID00413,SOD2,P04179,-0.12,-0.23,-0.02,10.16,0.02,0.06
Mild_v_Critical,Neurology,OID00310,MSR1,P21757,0.39,0.04,0.75,6.84,0.03,0.06
Mild_v_Severe,Immune,OID00946,EDAR,Q9UNE0,-0.49,-0.92,-0.07,1.81,0.02,0.06
Severe_v_Critical,Cardiovascular,OID00424,DECR1,Q16698,0.59,0.15,1.03,4.26,0.01,0.06
Severe_v_Critical,Immune,OID00971,MILR1,Q7Z6M3,0.53,0.13,0.92,3.57,0.01,0.06
Control_v_Critical,Neurology,OID00351,BMP-4,P12644,0.67,0.06,1.29,4.26,0.03,0.06
Severe_v_Critical,Neurology,OID00295,CLM-6,Q08708,0.31,0.08,0.54,6.39,0.01,0.06
Control_v_Mild,Neurology,OID00364,PLXNB1,O43157,-0.38,-0.72,-0.05,1.90,0.02,0.06
Mild_v_Severe,Neurology,OID00359,JAM-B,P57087,-0.41,-0.76,-0.05,7.65,0.03,0.06
Control_v_Severe,Inflammation,OID00494,OSM,P13725,4.29,1.03,7.54,4.69,0.01,0.06
Mild_v_Severe,Neurology,OID00376,CD200R1,Q8TD46,-0.30,-0.57,-0.04,4.28,0.03,0.06
Control_v_Critical,Inflammation,OID00530,CCL23,P55773,0.68,0.06,1.31,10.90,0.03,0.06
Mild_v_Severe,Cardiovascular,OID00381,ADM,P35318,0.37,0.04,0.69,8.49,0.03,0.06
"Longitudinal_in_Critical",Inflammation,OID00521,TRANCE,O14788,0.80,0.44,1.17,2.28,0.00,0.06
Severe_v_Critical,Inflammation,OID00476,CDCP1,Q9H5V8,0.67,0.16,1.18,4.12,0.01,0.06
Severe_v_Critical,Immune,OID01019,IL12RB1,P42701,0.32,0.08,0.57,2.99,0.01,0.06
Control_v_Mild,Neurology,OID00314,RGMB,Q6NW40,-0.40,-0.75,-0.05,5.94,0.03,0.06
Control_v_Severe,Cardiovascular,OID00449,HB-EGF,Q99075,-3.19,-5.62,-0.76,7.34,0.01,0.06
Control_v_Mild,Immune,OID01001,FAM3B,P58499,-0.47,-0.87,-0.06,4.81,0.03,0.06
Severe_v_Critical,Neurology,OID00341,DRAXIN,Q8NBI3,0.78,0.18,1.38,3.82,0.01,0.06
Severe_v_Critical,Neurology,OID00311,Alpha-2-MRAP,P30533,0.54,0.12,0.95,8.66,0.01,0.06
Severe_v_Critical,Immune,OID01025,CD83,Q01151,0.30,0.07,0.53,2.90,0.01,0.06
Mild_v_Severe,Immune,OID01002,SH2D1A,O60880,0.53,0.06,1.01,1.75,0.03,0.06
Mild_v_Critical,Immune,OID01000,ARNT,P27540,0.20,0.02,0.39,0.94,0.03,0.06
Mild_v_Severe,Neurology,OID00358,DDR1,Q08345,-0.31,-0.57,-0.04,7.13,0.03,0.06
Control_v_Critical,Inflammation,OID00547,LIF,P15018,-0.21,-0.40,-0.02,0.53,0.03,0.06
Severe_v_Critical,Neurology,OID00363,N2DL-2,Q9BZM5,0.60,0.14,1.06,4.07,0.01,0.06
Mild_v_Severe,Immune,OID00997,PIK3AP1,Q6ZUJ8,0.87,0.10,1.65,2.78,0.03,0.06
Mild_v_Severe,Immune,OID00963,TRAF2,Q12933,0.46,0.05,0.87,1.61,0.03,0.06
Control_v_Mild,Inflammation,OID00498,CCL4,P13236,-0.81,-1.52,-0.09,6.01,0.03,0.06
Control_v_Critical,Cardiovascular,OID00393,IDUA,P35475,-0.65,-1.26,-0.04,5.71,0.04,0.06
Control_v_Critical,Neurology,OID00294,Siglec-9,Q9Y336,0.33,0.02,0.63,5.04,0.04,0.06
Control_v_Case,Cardiovascular,OID00422,SERPINA12,Q8IW75,-0.78,-1.56,0.00,2.99,0.05,0.06
Severe_v_Critical,Cardiovascular,OID00400,IL1RL2,Q9HB29,0.43,0.10,0.77,4.30,0.01,0.07
Control_v_Severe,Cardiovascular,OID00424,DECR1,Q16698,-3.82,-6.78,-0.87,6.94,0.01,0.07
Mild_v_Severe,Neurology,OID00335,Beta-NGF,P01138,0.21,0.02,0.41,1.26,0.03,0.07
Severe_v_Critical,Immune,OID00987,HEXIM1,O94992,0.58,0.13,1.03,5.64,0.01,0.07
Control_v_Critical,Immune,OID00964,TRIM21,P19474,-0.75,-1.46,-0.05,5.13,0.04,0.07
Severe_v_Critical,Cardiovascular,OID00429,VSIG2,Q96IQ7,0.69,0.14,1.23,3.88,0.02,0.07
Severe_v_Critical,Immune,OID00961,GALNT3,Q14435,0.57,0.12,1.03,3.43,0.02,0.07
Severe_v_Critical,Inflammation,OID05548,TNF,P01375,0.52,0.11,0.93,4.03,0.02,0.07
Severe_v_Critical,Immune,OID00956,DPP10,Q8N608,0.49,0.10,0.88,1.33,0.02,0.07
Severe_v_Critical,Inflammation,OID00551,CCL25,O15444,0.47,0.10,0.85,6.34,0.01,0.07
Severe_v_Critical,Neurology,OID00343,GDNFR-alpha-3,O60609,0.35,0.07,0.62,4.24,0.02,0.07
Severe_v_Critical,Neurology,OID00340,G-CSF,P09919,1.11,0.22,1.99,3.76,0.02,0.07
Severe_v_Critical,Neurology,OID00309,SMPD1,P17405,0.32,0.07,0.58,5.21,0.02,0.07
Longitudinal_in_Mild,Immune,OID00955,PRDX5,P30044,1.96,0.90,3.03,4.26,0.00,0.07
Longitudinal_in_Mild,Cardiovascular,OID00392,STK4,Q13043,2.27,0.99,3.55,3.55,0.00,0.07
"Longitudinal_in_Critical",Inflammation,OID00533,Flt3L,P49771,0.94,0.49,1.39,8.72,0.00,0.07
Mild_v_Severe,Inflammation,OID00549,MCP-2,P80075,-0.82,-1.57,-0.08,9.51,0.03,0.07
Control_v_Mild,Inflammation,OID00475,GDNF,P39905,0.27,0.03,0.51,2.06,0.03,0.07
Mild_v_Severe,Cardiovascular,OID00454,GT,P51161,-0.59,-1.13,-0.05,2.46,0.03,0.07
Control_v_Critical,Immune,OID00960,CDSN,Q15517,-0.86,-1.67,-0.04,2.94,0.04,0.07
Control_v_Critical,Immune,OID01027,BTN3A2,P78410,0.71,0.03,1.38,3.68,0.04,0.07
Control_v_Case,Cardiovascular,OID00458,PD-L2,Q9BQ51,0.25,0.00,0.49,3.52,0.05,0.07
Severe_v_Critical,Immune,OID00999,STC1,P52823,0.24,0.05,0.43,7.34,0.02,0.07
Control_v_Critical,Inflammation,OID00471,IL8,P10145,0.93,0.04,1.83,6.43,0.04,0.07
"Longitudinal_in_Critical",Cardiovascular,OID00436,CEACAM8,P31997,0.50,0.26,0.74,5.01,0.00,0.07
Control_v_Mild,Cardiovascular,OID00468,VEGFD,O43915,-0.28,-0.53,-0.03,7.77,0.03,0.07
Mild_v_Severe,Neurology,OID00323,LXN,Q9BS40,0.19,0.02,0.36,1.69,0.03,0.07
Mild_v_Severe,Immune,OID00945,IRF9,Q00978,0.39,0.03,0.76,1.46,0.03,0.07
Mild_v_Critical,Neurology,OID00339,GZMA,P12544,0.42,0.02,0.82,6.49,0.04,0.07
Control_v_Severe,Inflammation,OID00534,CXCL6,P80162,-3.84,-6.85,-0.83,9.84,0.01,0.07
Control_v_Critical,Neurology,OID00356,CTSC,P53634,-0.45,-0.88,-0.02,4.71,0.04,0.07
Control_v_Severe,Inflammation,OID00512,FGF-21,Q9NSA1,-4.17,-7.46,-0.88,5.36,0.01,0.07
Control_v_Critical,Cardiovascular,OID00414,CTRC,Q99895,-0.88,-1.73,-0.03,9.76,0.04,0.07
Mild_v_Critical,Immune,OID00990,MGMT,P16455,0.76,0.03,1.50,3.83,0.04,0.07
Control_v_Critical,Immune,OID01001,FAM3B,P58499,-0.57,-1.12,-0.02,4.68,0.04,0.07
Severe_v_Critical,Immune,OID00967,KRT19,P08727,0.94,0.17,1.71,5.49,0.02,0.07
Control_v_Severe,Cardiovascular,OID00408,SCF,P21583,-2.48,-4.45,-0.51,9.01,0.02,0.07
Mild_v_Severe,Cardiovascular,OID00456,MMP12,P39900,-0.58,-1.13,-0.04,6.72,0.04,0.07
Mild_v_Severe,Immune,OID00970,CCL11,P51671,-0.46,-0.90,-0.03,7.18,0.04,0.07
Mild_v_Severe,Cardiovascular,OID00466,CD4,P01730,0.26,0.02,0.50,4.85,0.04,0.07
Control_v_Critical,Inflammation,OID00490,CXCL9,Q07325,0.98,0.03,1.94,8.17,0.04,0.07
Control_v_Critical,Neurology,OID00372,NTRK3,Q16288,-0.33,-0.64,-0.01,7.11,0.04,0.07
Control_v_Critical,Neurology,OID00302,PRTG,Q2VWP7,-0.26,-0.52,-0.01,6.48,0.04,0.07
Mild_v_Severe,Inflammation,OID00555,TWEAK,O43508,-0.33,-0.63,-0.02,8.64,0.04,0.07
Severe_v_Critical,Neurology,OID00336,SCARA5,Q6ZMJ2,0.28,0.05,0.51,8.31,0.02,0.08
Mild_v_Critical,Inflammation,OID00536,4E-BP1,Q13541,0.70,0.02,1.38,8.47,0.04,0.08
"Longitudinal_in_Critical",Immune,OID00970,CCL11,P51671,-0.58,-0.88,-0.29,6.85,0.00,0.08
Control_v_Mild,Neurology,OID00297,SMOC2,Q9H3U7,-0.47,-0.89,-0.04,7.83,0.03,0.08
Mild_v_Severe,Neurology,OID00320,MATN3,O15232,0.55,0.03,1.08,9.19,0.04,0.08
Mild_v_Severe,Cardiovascular,OID00424,DECR1,Q16698,0.49,0.03,0.96,3.39,0.04,0.08
Control_v_Critical,Inflammation,OID00539,CCL28,Q9NRJ3,-0.54,-1.06,-0.01,2.45,0.05,0.08
Severe_v_Critical,Cardiovascular,OID00433,XCL1,P47992,0.56,0.10,1.03,5.58,0.02,0.08
Mild_v_Severe,Inflammation,OID00475,GDNF,P39905,-0.28,-0.55,-0.02,2.12,0.04,0.08
"Longitudinal_in_Critical",Neurology,OID00368,IL12,"P29460, P29459",1.06,0.50,1.61,8.34,0.00,0.08
"Longitudinal_in_Critical",Immune,OID00967,KRT19,P08727,-0.69,-1.05,-0.33,5.74,0.00,0.08
Mild_v_Critical,Cardiovascular,OID00444,DCN,P07585,0.27,0.01,0.53,4.62,0.05,0.08
Control_v_Severe,Neurology,OID00315,SIGLEC1,Q9BZZ2,2.05,0.40,3.70,6.07,0.02,0.08
Mild_v_Severe,Cardiovascular,OID00404,CXCL1,P09341,1.08,0.05,2.10,9.68,0.04,0.08
Mild_v_Severe,Inflammation,OID00557,ST1A1,P50225,0.63,0.03,1.22,1.52,0.04,0.08
Mild_v_Severe,Cardiovascular,OID00435,SORT1,Q99523,0.34,0.02,0.65,8.43,0.04,0.08
Mild_v_Severe,Cardiovascular,OID00385,ADAM-TS13,Q76LX8,-0.14,-0.27,-0.01,5.06,0.04,0.08
Mild_v_Severe,Cardiovascular,OID00414,CTRC,Q99895,-0.73,-1.43,-0.03,10.31,0.04,0.08
Control_v_Case,Cardiovascular,OID00411,PIgR,P01833,-0.08,-0.16,0.00,5.72,0.06,0.08
Control_v_Mild,Cardiovascular,OID00387,IL-4RA,P24394,0.34,0.02,0.66,2.06,0.04,0.08
Severe_v_Critical,Inflammation,OID00556,CCL20,P78556,1.49,0.25,2.74,9.31,0.02,0.08
Control_v_Mild,Immune,OID00960,CDSN,Q15517,-0.67,-1.30,-0.04,2.93,0.04,0.08
Severe_v_Critical,Immune,OID00964,TRIM21,P19474,0.93,0.15,1.71,3.97,0.02,0.08
Mild_v_Severe,Cardiovascular,OID00448,AGRP,O00253,0.53,0.02,1.03,5.52,0.04,0.08
Control_v_Mild,Neurology,OID00344,PVR,P15151,0.29,0.02,0.56,8.12,0.04,0.08
Control_v_Critical,Cardiovascular,OID00448,AGRP,O00253,0.48,0.00,0.96,5.62,0.05,0.08
Mild_v_Severe,Cardiovascular,OID00382,CD40-L,P29965,1.28,0.04,2.51,4.47,0.04,0.08
Severe_v_Critical,Immune,OID00957,TRIM5,Q9C035,0.64,0.10,1.19,2.43,0.02,0.09
Severe_v_Critical,Neurology,OID00326,LAYN,Q6UX15,0.58,0.09,1.07,5.76,0.02,0.09
Mild_v_Severe,Immune,OID00953,PRDX3,P30048,0.22,0.01,0.44,-0.38,0.04,0.09
Mild_v_Critical,Inflammation,OID00511,LIF-R,P42702,0.22,0.00,0.44,4.40,0.05,0.09
Control_v_Case,Inflammation,OID00475,GDNF,P39905,0.19,-0.01,0.39,2.14,0.07,0.09
Control_v_Severe,Neurology,OID00303,ROBO2,Q9HCK4,-1.35,-2.46,-0.24,5.42,0.02,0.09
Control_v_Critical,Neurology,OID00331,TMPRSS5,Q9H3S3,-0.45,-0.90,0.01,2.54,0.05,0.09
Mild_v_Critical,Cardiovascular,OID00404,CXCL1,P09341,0.88,-0.01,1.76,10.00,0.05,0.09
Control_v_Severe,Immune,OID01003,ICA1,Q05084,-2.55,-4.65,-0.45,3.13,0.02,0.09
Control_v_Mild,Immune,OID01021,ITGA11,Q9UKX5,-0.47,-0.93,-0.02,3.07,0.04,0.09
Control_v_Mild,Cardiovascular,OID00469,PARP-1,P09874,-0.75,-1.46,-0.03,4.75,0.04,0.09
Mild_v_Severe,Immune,OID00955,PRDX5,P30044,1.01,0.02,2.01,3.97,0.05,0.09
Mild_v_Critical,Cardiovascular,OID00432,HO-1,P09601,0.37,-0.01,0.75,12.01,0.05,0.09
Mild_v_Severe,Neurology,OID00365,TNFRSF21,O75509,-0.27,-0.54,0.00,8.17,0.05,0.09
Control_v_Critical,Inflammation,OID00507,FGF-23,Q9GZV9,-0.69,-1.40,0.02,2.29,0.06,0.09
Control_v_Critical,Cardiovascular,OID00415,FGF-23,Q9GZV9,-0.64,-1.30,0.02,3.00,0.06,0.09
Control_v_Critical,Inflammation,OID05548,TNF,P01375,0.58,-0.02,1.18,3.41,0.06,0.09
Control_v_Case,Cardiovascular,OID00418,FS,P19883,0.32,-0.03,0.68,10.84,0.07,0.09
Mild_v_Critical,Neurology,OID00373,LAIR-2,Q6ISS4,0.72,-0.02,1.46,5.32,0.06,0.09
Severe_v_Critical,Inflammation,OID00562,CSF-1,P09603,0.14,0.02,0.26,10.75,0.02,0.09
Severe_v_Critical,Inflammation,OID00501,IL18,Q14116,0.38,0.05,0.70,10.31,0.03,0.09
Control_v_Case,Neurology,OID00364,PLXNB1,O43157,0.28,-0.03,0.58,2.12,0.07,0.10
Severe_v_Critical,Immune,OID01012,PADI2,Q9Y2J8,0.65,0.09,1.22,1.50,0.03,0.10
Mild_v_Severe,Cardiovascular,OID00426,KIM1,Q96D42,0.59,0.00,1.17,8.39,0.05,0.10
Control_v_Mild,Neurology,OID00350,GCP5,P78333,-0.87,-1.71,-0.02,5.01,0.04,0.10
Control_v_Critical,Cardiovascular,OID00455,BNP,P16860,0.72,-0.03,1.47,1.65,0.06,0.10
Control_v_Critical,Neurology,OID00377,Nr-CAM,Q92823,-0.24,-0.49,0.01,9.55,0.06,0.10
Mild_v_Severe,Cardiovascular,OID00464,CA5A,P35218,0.61,0.00,1.22,3.03,0.05,0.10
Mild_v_Severe,Neurology,OID00370,EDA2R,Q9HAV5,0.32,0.00,0.64,4.27,0.05,0.10
Mild_v_Severe,Immune,OID01026,ITGB6,P18564,-0.28,-0.56,0.00,2.88,0.05,0.10
Severe_v_Critical,Immune,OID01009,AREG,P15514,0.80,0.10,1.50,5.56,0.03,0.10
Severe_v_Critical,Immune,OID00980,HSD11B1,P28845,0.49,0.06,0.91,2.86,0.03,0.10
Severe_v_Critical,Neurology,OID00290,CADM3,Q8N126,0.44,0.05,0.82,3.10,0.03,0.10
Control_v_Mild,Neurology,OID00331,TMPRSS5,Q9H3S3,-0.41,-0.81,-0.01,2.75,0.05,0.10
Mild_v_Critical,Immune,OID00980,HSD11B1,P28845,-0.35,-0.72,0.01,3.10,0.06,0.10
Control_v_Severe,Neurology,OID00359,JAM-B,P57087,-1.38,-2.54,-0.21,7.91,0.02,0.10
Control_v_Severe,Immune,OID01026,ITGB6,P18564,-1.24,-2.28,-0.19,2.98,0.02,0.10
Mild_v_Severe,Immune,OID00988,CLEC4D,Q8WXI8,0.50,-0.01,1.00,3.60,0.05,0.10
Control_v_Severe,Neurology,OID00316,CNTN5,O94779,-1.89,-3.49,-0.29,4.70,0.02,0.10
Mild_v_Critical,Inflammation,OID00508,IL-10RA,Q13651,0.21,-0.01,0.44,1.03,0.06,0.10
Mild_v_Severe,Neurology,OID00322,HAGH,Q16775,1.14,-0.03,2.30,5.76,0.06,0.10
Mild_v_Severe,Neurology,OID00378,KYNU,Q16719,0.44,-0.01,0.89,8.62,0.06,0.10
Mild_v_Severe,Inflammation,OID00536,4E-BP1,Q13541,1.04,-0.03,2.12,8.26,0.06,0.10
Control_v_Critical,Neurology,OID00354,IL-5R-alpha,Q01344,1.02,-0.06,2.10,4.53,0.06,0.10
Control_v_Severe,Cardiovascular,OID00445,Dkk-1,O94907,-1.98,-3.66,-0.29,9.52,0.02,0.10
Control_v_Severe,Neurology,OID00298,NBL1,P41271,-0.54,-1.00,-0.08,5.00,0.02,0.10
Mild_v_Critical,Immune,OID00936,PPP1R9B,Q96SB3,0.46,-0.03,0.95,1.74,0.06,0.10
Control_v_Mild,Inflammation,OID00514,IL-15RA,Q13261,0.28,0.00,0.56,1.29,0.05,0.10
Severe_v_Critical,Inflammation,OID00511,LIF-R,P42702,0.32,0.03,0.61,4.55,0.03,0.11
Control_v_Case,Inflammation,OID00523,IL-12B,P29460,0.41,-0.05,0.86,6.63,0.08,0.11
Control_v_Severe,Immune,OID00937,GLB1,P16278,-2.85,-5.30,-0.40,3.03,0.02,0.11
Control_v_Mild,Immune,OID00973,NFATC3,Q12968,-0.47,-0.93,0.00,0.90,0.05,0.11
Control_v_Critical,Neurology,OID00290,CADM3,Q8N126,-0.57,-1.18,0.04,3.37,0.07,0.11
Control_v_Critical,Neurology,OID00308,CD38,P28907,0.52,-0.04,1.08,6.07,0.07,0.11
Control_v_Mild,Immune,OID01013,SIT1,Q9Y3P8,0.44,0.00,0.87,1.99,0.05,0.11
Mild_v_Severe,Inflammation,OID00558,STAMBP,O95630,0.60,-0.02,1.22,4.53,0.06,0.11
"Longitudinal_in_Critical",Cardiovascular,OID00463,LEP,P41159,-0.80,-1.26,-0.35,6.08,0.00,0.11
"Longitudinal_in_Critical",Immune,OID00937,GLB1,P16278,-0.33,-0.52,-0.14,1.56,0.00,0.11
Control_v_Mild,Cardiovascular,OID00466,CD4,P01730,0.34,0.00,0.69,4.61,0.05,0.11
Mild_v_Critical,Neurology,OID00353,MDGA1,Q8NFP4,-0.64,-1.32,0.04,3.88,0.06,0.11
Control_v_Critical,Neurology,OID00292,UNC5C,O95185,-0.34,-0.70,0.03,4.61,0.07,0.11
Severe_v_Critical,Cardiovascular,OID00444,DCN,P07585,0.50,0.05,0.95,4.74,0.03,0.11
Control_v_Mild,Immune,OID01006,FCRL6,Q6DN72,0.71,-0.01,1.42,3.33,0.05,0.11
"Longitudinal_in_Critical",Cardiovascular,OID00401,PDGF subunit B,P01127,0.82,0.34,1.29,10.26,0.00,0.11
"Longitudinal_in_Critical",Immune,OID00964,TRIM21,P19474,-0.73,-1.18,-0.28,4.32,0.01,0.11
"Longitudinal_in_Critical",Neurology,OID00309,SMPD1,P17405,-0.44,-0.70,-0.17,5.25,0.01,0.11
"Longitudinal_in_Critical",Inflammation,OID00511,LIF-R,P42702,-0.40,-0.63,-0.16,4.62,0.01,0.11
"Longitudinal_in_Critical",Neurology,OID00296,EZR,P15311,-0.34,-0.55,-0.14,4.92,0.01,0.11
